TEXT,STAGE,STRANGE,GROUP,EMOTION,TRIGGER
"Ты постоянно проверяешь мою геолокацию, это просто невыносимо! Ты мне не доверяешь совсем, спустя пять лет брака?",Эскалация,Средняя,Гнев,Раздражение,Контроль
"Я ненавижу тебя в такие моменты, ты просто бездушное чудовище! Ты специально делаешь мне больно своими словами!",Пик,Высокая,Гнев,Злость,Личность
"Прости, что я была такой холодной в последнее время, я просто очень переживала из-за работы. Давай попробуем помириться.",Разрешение,Средняя,Социальные,Раскаяние,Личность
"Я заметил, как ты на него смотрела на вечеринке, и мне это очень не понравилось. У тебя к нему остались какие-то чувства?",Предконфликтная,Средняя,Страх,Напряжение/Нервозность,Ревность
"Ты опять забыл про нашу годовщину, хотя я напоминала тебе вчера. Тебе просто наплевать на то, что для меня важно.",Инцидент,Средняя,Грусть,Обида,Внимание
"Почему твоя мама считает нормальным входить в нашу спальню без стука? Установи границы, иначе я просто перестану с ней общаться!",Эскалация,Средняя,Гнев,Неодобрение,Родня
"Да пошла ты, живи тогда со своим бывшим, раз он такой идеальный! Больше не подходи ко мне, между нами всё кончено!",Пик,Высокая,Гнев,Злость,Ревность
"Знаешь, я сегодня понял, что ты была права насчет того кредита. Спасибо, что удержала меня от этой глупости.",Разрешение,Низкая,Социальные,Осознание,Деньги
"Мне кажется, нам нужно обсудить распределение домашних дел. Я чувствую, что тяну всё на себе в последнее время.",Предконфликтная,Низкая,Гнев,Неодобрение,Быт
"Ты снова потратил деньги, которые мы откладывали на отпуск, на свои игры. Я просто в шоке от твоей безответственности!",Инцидент,Высокая,Гнев,Злость,Деньги
"Я чувствую, как мы отдаляемся всё дальше с каждым днём из-за отсутствия близости. Ты даже не пытаешься меня обнять.",Эскалация,Средняя,Грусть,Горе/Грусть,Секс
"Убирайся прочь из дома и не смей больше здесь появляться! Ты предал меня и наших детей, и прощения тебе нет!",Пик,Высокая,Гнев,Злость,Личность
"Я так благодарен тебе за то, что ты была рядом в этот трудный период. Твоя любовь — это единственное, что меня держит.",Разрешение,Высокая,Позитив,Любовь,Личность
"Почему ты никогда не спрашиваешь, как я себя чувствую, когда прихожу с работы? Тебя волнует только то, что на ужин.",Предконфликтная,Низкая,Грусть,Обида,Внимание
"Твои друзья опять устроили погром, а мне завтра вставать в шесть утра. Это просто верх эгоизма с твоей стороны!",Инцидент,Средняя,Гнев,Раздражение,Друзья
"Я боюсь, что если я сейчас скажу то, что думаю, мы расстанемся навсегда. Но я больше не могу молчать об этом.",Эскалация,Средняя,Страх,Напряжение/Нервозность,Личность
"Опять ты не помыл за собой посуду, хотя это была твоя очередь. Я устала напоминать об элементарных вещах!",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты весь вечер молчал и игнорировал мои вопросы. Мне кажется, я тебя просто раздражаю своим присутствием.",Инцидент,Средняя,Грусть,Обида,Внимание
"Как ты мог обсудить наши проблемы с мамой за моей спиной? Это наше личное дело, а не тема для сплетен!",Эскалация,Средняя,Гнев,Неодобрение,Родня
"Да заткнись ты, я больше не верю ни единому твоему обещанию! Ты лжец и всегда им был, убирайся вон!",Пик,Высокая,Гнев,Злость,Ревность
"Прости за вчерашний срыв, я действительно был неправ. Давай попробуем провести этот вечер спокойно и без упрёков.",Разрешение,Средняя,Социальные,Раскаяние,Личность
"Твои друзья опять зовут тебя пить, хотя у нас были планы. Ты когда-нибудь научишься говорить им «нет» ради меня?",Предконфликтная,Низкая,Гнев,Неодобрение,Друзья
"Ты стал совсем мало времени проводить с детьми, они тебя почти не видят. Ты вообще помнишь, что ты отец?",Инцидент,Средняя,Грусть,Разочарование,Дети
"Я чувствую, что ты меня постоянно контролируешь, даже в мелочах. Это не забота, это настоящая слежка и давление!",Эскалация,Средняя,Гнев,Раздражение,Контроль
"Уходи сейчас же, я не хочу тебя видеть после того, что я узнала! Ты растоптал мою любовь и наше будущее!",Пик,Высокая,Гнев,Злость,Ревность
"Знаешь, я сегодня поняла, что была слишком сурова к тебе из-за денег. Мы справимся со всем вместе, я верю в нас.",Разрешение,Низкая,Позитив,Оптимизм,Деньги
"Мне кажется, нам нужно больше времени проводить наедине, без телефонов. Мы совсем перестали разговаривать по душам.",Предконфликтная,Низкая,Позитив,Желание/Мотивация,Внимание
"Ты опять всё время в постели сидишь в ноутбуке, вместо того чтобы обнять меня. Я чувствую себя совсем ненужной.",Инцидент,Средняя,Грусть,Обида,Секс
Твои постоянные замечания по поводу моей готовки меня просто бесят! Если тебе так не нравится — готовь себе сам!,Эскалация,Средняя,Гнев,Раздражение,Быт
"Пошел ты к черту со своим враньём про «просто коллегу»! Я не дура и всё вижу, между нами всё кончено навсегда!",Пик,Высокая,Гнев,Злость,Ревность
"Я так рада, что мы наконец-то съездили в этот отпуск, он нам был очень нужен. Спасибо, что организовал всё так круто.",Разрешение,Высокая,Позитив,Признательность/Радость,Внимание
"Опять в холодильнике пусто, хотя ты обещала зайти в магазин. Теперь нам придётся тратить лишние деньги на доставку.",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Я боюсь, что из-за твоих долгов мы окажемся на улице, мне страшно за наше будущее. Пожалуйста, начни относиться к этому серьезно.",Инцидент,Высокая,Страх,Страх,Деньги
"Твоя мама опять учит меня воспитывать наших детей, а ты просто молчишь! Ты на чьей стороне вообще в этом доме?",Эскалация,Средняя,Гнев,Неодобрение,Родня
"Да заткнись ты, я не хочу слышать ни слова больше! Ты разрушил мою жизнь и растоптал моё сердце!",Пик,Высокая,Гнев,Злость,Личность
"Прости, что я был таким грубым, я просто очень сильно испугался за тебя. Я люблю тебя больше жизни, не делай так больше.",Разрешение,Средняя,Социальные,Эмпатия,Внимание
"Мне кажется, ты слишком много времени уделяешь общению с тем коллегой в чате. Это выглядит очень странно со стороны.",Предконфликтная,Низкая,Страх,Напряжение/Нервозность,Ревность
"Ты опять пообещал помочь с уборкой и просто проспал весь день. Твой эгоизм просто не знает границ, честное слово!",Инцидент,Средняя,Гнев,Раздражение,Быт
"Я чувствую, что ты меня совсем не ценишь и воспринимаешь мою заботу как должное. Ты перестал даже говорить «спасибо».",Эскалация,Средняя,Грусть,Обида,Внимание
"Убирайся прочь из квартиры, я больше не хочу иметь с тобой ничего общего! Ты лжец и предатель, проваливай!",Пик,Высокая,Гнев,Злость,Ревность
"Я сегодня понял, что был неправ насчет твоей работы, ты действительно крутой специалист. Прости, что сомневался в тебе.",Разрешение,Низкая,Социальные,Осознание,Личность
"Опять ты потратил деньги на ерунду, хотя мы копим на ремонт. Ты вообще думаешь о нашем общем будущем?",Предконфликтная,Низкая,Гнев,Неодобрение,Деньги
"Мне неприятно, когда ты обсуждаешь мои недостатки со своими друзьями. Это предательство нашего доверия и меня лично.",Инцидент,Средняя,Гнев,Обида,Друзья
"Я чувствую, что ты меня совсем не понимаешь и даже не пытаешься выслушать. Мы говорим на разных языках в последнее время.",Эскалация,Средняя,Грусть,Разочарование,Личность
"Как же я рада, что мы смогли найти в себе силы простить друг друга. Я очень дорожу тобой и нашей семьей, спасибо тебе.",Разрешение,Высокая,Позитив,Любовь,Личность
"Да мне наплевать, что ты там себе думаешь, я буду делать то, что считаю нужным! Твой контроль меня уже достал!",Пик,Высокая,Гнев,Злость,Контроль
"Мне кажется, ты стал меньше внимания уделять детям, они по тебе очень скучают. Попробуй хотя бы выходные проводить с ними.",Предконфликтная,Низкая,Грусть,Горе/Грусть,Дети
"Я чувствую, что мы окончательно погрязли в бытовухе и совсем забыли друг о друге. Где та страсть, что была раньше?",Эскалация,Средняя,Грусть,Разочарование,Секс
"Уходи сейчас же, я не хочу слышать твои жалкие оправдания после всего! Твое враньё — это конец нашей совместной жизни!",Пик,Высокая,Гнев,Злость,Ревность
"Я сегодня окончательно осознала, что была неправа, когда ревновала тебя. Спасибо за твоё терпение и за то, что ты рядом.",Разрешение,Средняя,Социальные,Осознание,Ревность
"Опять ты не убрала за собой, хотя я просил. Мне кажется, я разговариваю со стенкой, ничего не меняется!",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты обещал, что мы сходим в кино, и опять всё отменил из-за работы. Мои чувства для тебя явно на последнем месте.",Инцидент,Средняя,Грусть,Обида,Внимание
"Я боюсь, что из-за твоих постоянных посиделок с друзьями мы скоро совсем перестанем быть семьей. Остановись, пока не поздно.",Эскалация,Средняя,Страх,Напряжение/Нервозность,Друзья
"Ты сегодня была такой нежной и заботливой, спасибо тебе за этот вечер. Я очень ценю такие моменты спокойствия.",Разрешение,Средняя,Позитив,Забота,Внимание
"Да заткнись ты уже про свои рубашки, у меня своих проблем полно! С этого дня стираешь и гладишь себе сам!",Пик,Высокая,Гнев,Злость,Быт
"Мне кажется, ты стал слишком много времени проводить в телефоне, даже когда мы ужинаем. Это очень обидно для меня.",Предконфликтная,Низкая,Грусть,Обида,Внимание
"Почему ты опять распорядился нашими общими планами, не спросив моего мнения? Я не твоя тень, я имею право голоса!",Инцидент,Средняя,Гнев,Неодобрение,Контроль
"Твоя мама опять учит меня жить, а ты стоишь и поддакиваешь ей! Мне невыносимо чувствовать себя чужой в собственном доме.",Эскалация,Средняя,Гнев,Раздражение,Родня
"Убирайся прочь, я больше не верю ни единому твоему слову! Ты предал меня и разрушил всё, что у нас было!",Пик,Высокая,Гнев,Злость,Ревность
"Я сегодня понял, что зря спорил с тобой по поводу детей. Ты действительно лучше чувствуешь, что им нужно сейчас.",Разрешение,Низкая,Социальные,Эмпатия,Дети
Опять ты потратил деньги из «подушки безопасности» на свои запчасти. Ты когда-нибудь начнешь думать о нашей стабильности?,Предконфликтная,Низкая,Гнев,Неодобрение,Деньги
"Мне очень больно, когда ты игнорируешь мои просьбы о помощи по дому. Я чувствую себя твоей прислугой, а не женой.",Инцидент,Средняя,Грусть,Обида,Быт
"Я чувствую, что ты меня совсем не слышишь и даже не пытаешься понять мою позицию. Мы просто топчемся на месте.",Эскалация,Средняя,Грусть,Разочарование,Личность
"Как же я рада, что мы смогли сесть и спокойно обсудить наше будущее без криков. Мне стало гораздо легче дышать.",Разрешение,Высокая,Позитив,Облегчение,Внимание
"Да пошла ты со своими правилами, я буду делать то, что хочу! Твой вечный контроль меня уже достал до печенок!",Пик,Высокая,Гнев,Злость,Контроль
"Опять ты оставил грязную чашку на столе, хотя я просила убирать за собой сразу. Это же минутное дело!",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты весь вечер просидел в телефоне, пока я пыталась обсудить наши планы на отпуск. Тебе вообще всё равно на нас?",Инцидент,Средняя,Грусть,Обида,Внимание
"Как ты мог спустить все деньги, отложенные на ремонт, на свои дурацкие авантюры? Нам теперь жить в этом разгроме!",Эскалация,Высокая,Гнев,Злость,Деньги
"Хватит орать на сына из-за каждой мелочи, ты его просто запугал! Если не можешь сдержаться — уходи из дома!",Пик,Высокая,Гнев,Злость,Дети
"Твои друзья опять собираются у нас без предупреждения, а я хотела тишины. Почему ты никогда не спрашиваешь меня?",Предконфликтная,Низкая,Гнев,Неодобрение,Друзья
"Твоя мама снова прислала список советов, как мне одеваться и краситься. Я чувствую себя под постоянным прицелом в этом доме.",Инцидент,Средняя,Гнев,Раздражение,Родня
"Ты стал таким холодным в постели, будто я тебя совсем не привлекаю. Мне не хватает твоего тепла и ласки.",Эскалация,Средняя,Грусть,Разочарование,Секс
"Ты опять проверяешь мои лайки, это уже похоже на паранойю. Дай мне хоть каплю личного пространства и доверия!",Предконфликтная,Средняя,Гнев,Раздражение,Контроль
"Пошел вон, я больше не верю ни одному твоему слову после того вранья! На этом наши отношения закончены навсегда!",Пик,Высокая,Гнев,Злость,Ревность
Ты опять пообещал забрать детей и просто «забыл» об этом. Неужели тебе настолько наплевать на их чувства?,Инцидент,Средняя,Грусть,Разочарование,Дети
"Мне так страшно, что из-за твоих долгов мы потеряем всё, что строили. Я места себе не нахожу от постоянной тревоги.",Предконфликтная,Средняя,Страх,Напряжение/Нервозность,Деньги
"Это просто чудо, что мы смогли всё решить мирно и не разойтись. Я очень тебя люблю и верю в наше светлое будущее.",Разрешение,Высокая,Позитив,Любовь,Личность
"Опять ты не купил хлеб, хотя я напоминала тебе об этом трижды. Мне кажется, ты делаешь это специально, чтобы позлить меня.",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты опять задержался без предупреждения, а я готовила сюрприз. Твоё равнодушие к моим стараниям просто убивает всё желание.",Предконфликтная,Низкая,Грусть,Обида,Внимание
"Какого черта ты опять пригласила брата пожить без спроса? Это наш общий дом, и я требую уважения к своему покою!",Пик,Высокая,Гнев,Злость,Родня
"Да мне плевать, что ты там думаешь, я буду общаться с кем захочу! Твой контроль уже переходит все разумные границы!",Пик,Высокая,Гнев,Злость,Контроль
"Уходи, я не хочу больше тебя видеть после того, что ты наговорил моей семье! Ты оскорбил всех, кто мне дорог!",Пик,Высокая,Гнев,Злость,Родня
"Я сегодня поняла, что была неправа, когда критиковала твое отношение к детям. Ты действительно стараешься быть хорошим отцом.",Разрешение,Средняя,Социальные,Эмпатия,Дети
"Опять ты потратила огромную сумму на ерунду, хотя мы копим на отпуск. Неужели твои хотелки важнее нашего отдыха?",Предконфликтная,Низкая,Гнев,Раздражение,Деньги
Опять ты оставил свои грязные носки посреди гостиной. Это так трудно — донести их до корзины для белья?,Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты опять промолчал во время спора с твоими родителями, хотя они были неправы. Мне кажется, я совсем не чувствую твоей защиты.",Инцидент,Средняя,Грусть,Обида,Родня
Какого черта ты опять без спроса взял мои личные накопления на свои «срочные» дела? Это просто воровство у собственного партнера!,Эскалация,Высокая,Гнев,Злость,Деньги
"Убирайся прочь, я больше не хочу слушать твое бесконечное вранье про встречи по работе! Ты предал моё доверие окончательно!",Пик,Высокая,Гнев,Злость,Ревность
"Слушай, я был неправ, когда накричал на тебя из-за той разбитой вазы. Давай просто забудем об этом и закажем сегодня пиццу.",Разрешение,Средняя,Социальные,Раскаяние,Быт
"Твои друзья опять притащились без предупреждения, а я хотела просто отдохнуть. Почему мои желания для тебя всегда на последнем месте?",Предконфликтная,Низкая,Гнев,Неодобрение,Друзья
"Ты постоянно критикуешь то, как я одеваюсь, и это очень сильно бьет по моей самооценке. Зачем ты пытаешься меня переделать?",Инцидент,Средняя,Грусть,Разочарование,Личность
"Я чувствую, что наш секс стал каким-то механическим процессом без капли нежности. Куда делась вся та страсть, что была у нас раньше?",Эскалация,Средняя,Грусть,Обида,Секс
"Да пошла ты со своими претензиями, я и так пашу на трёх работах ради вас! Если тебе что-то не нравится — дверь вон там!",Пик,Высокая,Гнев,Злость,Деньги
"Я так рада, что мы смогли сесть и спокойно обсудить всё, что нас так долго беспокоило. У меня прямо гора с плеч свалилась.",Разрешение,Высокая,Позитив,Облегчение,Внимание
"Опять ты забыл забрать ребенка из садика, хотя это была твоя очередь. Мне пришлось бросать все дела и бежать сломя голову.",Предконфликтная,Средняя,Гнев,Раздражение,Дети
"Мне страшно, когда ты начинаешь так громко орать и хлопать дверями из-за ерунды. Я больше не чувствую себя в безопасности в этом доме.",Инцидент,Высокая,Страх,Страх,Личность
"Почему ты постоянно проверяешь мои переписки, это уже похоже на какую-то болезненную слежку! Дай мне хоть немного личного пространства.",Эскалация,Средняя,Гнев,Раздражение,Контроль
"Пошел вон, я видела твою переписку с той девицей из банка и больше не верю тебе! Твое предательство — это жирная точка в нашем браке!",Пик,Высокая,Гнев,Злость,Ревность
"Знаешь, я сегодня понял, что был слишком категоричен по поводу твоего желания сменить работу. Я поддержу тебя в любых начинаниях.",Разрешение,Низкая,Социальные,Осознание,Личность
"Опять твоя мама звонит в семь утра, чтобы дать очередной «бесценный» совет. Пожалуйста, попроси её уважать наши выходные и покой.",Предконфликтная,Низкая,Гнев,Раздражение,Родня
Ты постоянно отменяешь наши свидания ради своих вечных посиделок с друзьями в гараже. Я чувствую себя совсем заброшенной и неважной.,Инцидент,Средняя,Грусть,Обида,Друзья
"Я боюсь, что наше охлаждение в общении приведет к тому, что мы просто разведемся. Давай попробуем что-то изменить, пока не поздно.",Эскалация,Средняя,Страх,Напряжение/Нервозность,Внимание
"Да мне плевать на твои слезы, ты сама во всём виновата со своей вечной ревностью! Ты просто выносишь мне мозг каждый божий день!",Пик,Высокая,Гнев,Злость,Ревность
"Мне кажется, ты слишком много времени уделяешь соцсетям, даже когда мы ужинаем. Это очень обидно — чувствовать себя на втором плане.",Предконфликтная,Низкая,Грусть,Обида,Внимание
"Твои друзья опять оставили гору пустых бутылок, а убирать всё должна я одна. Это просто верх наглости и полного неуважения к дому.",Инцидент,Средняя,Гнев,Раздражение,Друзья
"Я чувствую, что мы тонем в бесконечных упреках из-за каждой копейки в бюджете. Наши отношения превратились в сплошную бухгалтерию.",Эскалация,Средняя,Грусть,Горе/Грусть,Деньги
"Уходи сейчас же, я видела твое сообщение от той «бывшей» в три часа ночи! Ты лжец и предатель, и я больше не хочу тебя знать!",Пик,Высокая,Гнев,Злость,Ревность
"Я сегодня окончательно осознала, что была неправа, когда критиковала твою новую работу. Ты действительно нашел себя, и я горжусь тобой.",Разрешение,Средняя,Социальные,Эмпатия,Личность
"Опять ты не купила продукты, хотя я напоминал тебе об этом трижды за день. Теперь нам придётся тратить лишние деньги на доставку еды.",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Мне очень неприятно, когда ты обсуждаешь мои промахи со своими родителями по телефону. Это предательство нашего доверия и союза.",Инцидент,Средняя,Гнев,Неодобрение,Родня
"Я чувствую, что ты меня совсем не понимаешь и даже не пытаешься выслушать мои боли. Мы стали как два абсолютно чужих человека.",Эскалация,Средняя,Грусть,Разочарование,Внимание
"Да заткнись ты уже про свои обиды, я буду делать то, что считаю нужным в своём доме! С этого дня я живу только для себя!",Пик,Высокая,Гнев,Злость,Личность
"Опять ты оставил открытым окно, хотя я просила закрывать, когда уходишь. В комнате теперь жуткий холод, а я простужена!",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты весь вечер просидел с угрюмым видом у моих друзей, и это было очень неловко. Твое поведение портит всем настроение и праздник.",Инцидент,Средняя,Грусть,Обида,Друзья
"Хватит орать на меня при соседях, ты себя ведешь как настоящий психопат и неадекват! Если тебе есть что сказать — говори дома спокойно!",Пик,Высокая,Гнев,Злость,Личность
"Ты стал таким равнодушным к моим успехам, будто тебе совсем всё равно на мою жизнь. Мне не хватает твоей поддержки и простого внимания.",Эскалация,Средняя,Грусть,Разочарование,Внимание
"Я видела твое сообщение от той «бывшей», не смей мне нагло врать в глаза прямо сейчас! Это подлое предательство, которое я не забуду!",Пик,Высокая,Гнев,Злость,Ревность
"Ты опять поменял пароль на телефоне, хотя обещал больше ничего не скрывать от меня. Твоя таинственность заставляет меня постоянно нервничать.",Предконфликтная,Средняя,Гнев,Раздражение,Контроль
"Мне страшно находиться с тобой в одной квартире, когда ты начинаешь так громко швырять вещи. Твоя агрессия на пустом месте просто пугает.",Инцидент,Высокая,Страх,Страх,Личность
"Это действительно большое чудо, что мы смогли найти в себе силы искренне простить друг друга. Я очень люблю тебя и хочу быть только с тобой.",Разрешение,Высокая,Позитив,Любовь,Личность
"Опять ты не предупредил, что твоя сестра придет на ужин, а я хотела отдохнуть. Почему ты никогда не считаешься с моим состоянием и планами?",Предконфликтная,Низкая,Гнев,Раздражение,Родня
"Почему ты никогда не даришь мне комплименты без повода, я же стараюсь быть для тебя красивой. Мне очень больно чувствовать твое равнодушие.",Инцидент,Средняя,Грусть,Обида,Внимание
"Твои бесконечные поучения, как мне общаться с моими родителями, просто выводят меня из себя! Я сама разберусь в своих семейных делах без советов!",Эскалация,Средняя,Гнев,Раздражение,Контроль
"Да мне плевать на твои пустые обещания, ты опять просадил все деньги, отложенные на мебель! Ты совершенно безответственный человек, уходи прочь!",Пик,Высокая,Гнев,Злость,Деньги
"Я сегодня осознала, что была неоправданно строга к тебе из-за беспорядка на кухне. Главное — твое желание меня порадовать, а посуду помоем вместе.",Разрешение,Низкая,Социальные,Раскаяние,Быт
"Твои друзья опять зовут тебя на охоту в мой выходной, когда мы планировали поездку. Почему твои развлечения всегда важнее наших общих планов?",Предконфликтная,Низкая,Гнев,Неодобрение,Друзья
"Я заметил, что ты стала очень скрытной и вздрагиваешь каждый раз у компьютера. Это поведение человека, который ведет тайную игру на стороне и боится.",Инцидент,Высокая,Страх,Страх,Ревность
"Хватит орать на меня из-за того, что я пришла домой на час позже из-за пробок в городе! Я не обязана отчитываться за каждую минуту перед твоим судом!",Эскалация,Средняя,Гнев,Раздражение,Контроль
"Я просто хочу, чтобы ты меня крепко обнял и ничего не спрашивал, мне страшно потерять нас. Все эти крики кажутся ничтожными перед угрозой расставания.",Инцидент,Высокая,Страх,Напряжение/Нервозность,Личность
"Спасибо, что поддержал меня в моем смелом решении начать свой бизнес, несмотря на риски. Твоя непоколебимая вера в мой успех придала мне сил справиться.",Разрешение,Средняя,Позитив,Признательность/Радость,Деньги
"Опять в ванной гора твоих разбросанных тюбиков и волос, которые ты никогда не убираешь. Тебе так сложно оставить раковину чистой для меня?",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты обещал, что мы сходим на премьеру нового фильма, а в итоге опять всё отменил из-за дел. Мне очень больно понимать, что я всегда на вторых ролях.",Инцидент,Средняя,Грусть,Обида,Внимание
"Какого черта ты опять пригласил брата пожить у нас недельку, даже не спросив меня?! Это наш общий дом, и я имею право голоса в том, кто тут живет!",Эскалация,Высокая,Гнев,Неодобрение,Родня
"Убирайся прочь, я видела твою тайную переписку с той девицей из твоей прошлой компании! Ты подлый лжец, который клялся мне в верности, пока предавал!",Пик,Высокая,Гнев,Злость,Ревность
"Я сегодня понял, что был слишком категоричен по поводу твоего желания сменить сферу работы. Ты права — жизнь коротка для нелюбимого дела, я тебя поддержу.",Разрешение,Низкая,Позитив,Одобрение,Личность
"Твои друзья опять курят на кухне, хотя я сто раз просила их выходить на балкон из-за аллергии. Почему ты не можешь защитить моё здоровье в нашем доме?",Предконфликтная,Средняя,Гнев,Неодобрение,Друзья
"Я заметила, что ты стала удалять все логи звонков и переворачивать телефон экраном вниз. Это поведение человека, который ведет двойную жизнь и боится.",Инцидент,Высокая,Страх,Напряжение/Нервозность,Ревность
"Хватит контролировать каждую копейку в моем кошельке и требовать отчета за любой поход в магазин! Я взрослая женщина и сама знаю, как распоряжаться бюджетом.",Эскалация,Средняя,Гнев,Раздражение,Деньги
"Я просто хочу тишины и чтобы меня никто не трогал пару часов, нет сил на очередные выяснения. Вся эта ситуация вымотала меня морально до полного опустошения.",Предконфликтная,Низкая,Нейтральные,Нейтральность,Личность
"Как же я счастлив, что мы смогли найти в себе силы простить друг друга и строить будущее. Ты — самая мудрая женщина на свете, я благодарен судьбе за тебя.",Разрешение,Высокая,Позитив,Любовь,Личность
"Опять ты не убрала за собой крошки со стола после завтрака, хотя это секундное дело. Твои элементарные просьбы о порядке в доме систематически игнорируются.",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты обещал, что мы сходим на концерт вместе, а в итоге отдал мой билет своему новому коллеге. Мне очень больно осознавать, что мои мечты для тебя значат так мало.",Инцидент,Средняя,Грусть,Обида,Внимание
"Какого черта ты опять обсуждаешь наши семейные неурядицы со своей матерью по телефону в комнате?! Это наше личное дело, я против того, чтобы родня знала всё.",Эскалация,Высокая,Гнев,Неодобрение,Родня
"Убирайся прочь, я видела твою переписку в скрытом чате, и не смей врать, что это ошибка! Ты предал меня в самый уязвимый момент, когда я нуждалась в тебе.",Пик,Высокая,Гнев,Злость,Ревность
"Я сегодня понял, что был слишком категоричен в суждениях о твоем новом хобби и зря ворчал. Ты так светишься от радости после мастер-классов, и это очень круто.",Разрешение,Низкая,Позитив,Одобрение,Личность
Твои друзья опять оставили гору немытой посуды и стойкий запах дыма в нашей квартире. Почему ты не можешь попросить их вести себя чуть приличнее в гостях?,Предконфликтная,Средняя,Гнев,Неодобрение,Друзья
"Я заметила, что ты стала ставить сложные пароли на все мессенджеры и вздрагивать у телефона. Это поведение человека, который ведет тайную переписку на стороне.",Инцидент,Высокая,Страх,Страх,Ревность
"Хватит орать на меня из-за того, что я купила новую одежду ребенку без твоего согласия! Это предметы первой необходимости для его роста, а не роскошь, я мать!",Эскалация,Средняя,Гнев,Раздражение,Деньги
